client_id,transactions_2010,transactions_2011,transactions_2012,transactions_2013,transactions_2014,transactions_2015,transactions_2016,transactions_2017,transactions_2018,transactions_2019,average_yearly_spend,yearly_income,income minus avg,# of zeros,Class,Classification
323,37296.34,33146.13,33277.36,33341.01,33475.56,37353.16,36744.61,34036.35,32432.22,28278.62,33938.136,26696,(7242.14),0,Overspender,1
327,75624.98,84909.81,81404.62,86976.63,90332.67,96160.62,94472.51,88258.09,92888,77328.62,86835.655,36843,(49992.66),0,Overspender,1
328,48935.63,58831.97,57046.2,58260.71,54996.58,60458.85,54640.81,56630.92,59705.78,50559.69,56006.714,36323,(19683.71),0,Overspender,1
329,40992,67422.13,59446.49,63369.98,62151.88,61107.5,60504.06,67032.96,58258.15,52775.01,59306.016,36724,(22582.02),0,Overspender,1
331,24020.98,22837.69,28868.91,27629.96,23082.03,21477.59,21143.18,23829.59,21566.81,19722.13,23417.887,29907,6489.11 ,0,Saver,0
332,36397.96,33581.25,40745.51,37556.32,39757.63,40372.78,38091.63,39895.09,34785.56,29476.23,37065.996,37362,296.00 ,0,Saver,0
334,24070.93,23384.75,19632.57,23978.89,21702.51,24380.87,24964.29,21269.57,25958.77,22010.79,23135.394,40407,17271.61 ,0,Saver,0
335,57911.79,64560.33,63979.33,64443.94,68833.82,63428.23,64831.28,60590.3,63265.86,52929.12,62477.4,56467,(6010.40),0,Overspender,1
343,24479.09,24486.47,23840.74,28688.56,25970.64,25868.04,27902.24,24208.54,26530.62,19250.43,25122.537,47643,22520.46 ,0,Saver,0
345,23983.35,27103.6,23025.45,26770.66,23651.59,24513.7,25200.4,26970.13,24819.43,24786.78,25082.509,35499,10416.49 ,0,Saver,0
346,49902.74,48552.63,49370.49,44952.31,47871.35,51458,45918.75,46987.23,48697.71,38438.14,47214.935,48580,1365.07 ,0,Saver,0
348,25815.78,29685.61,28239.89,23757.86,26805.37,20924.99,25599.25,29572.02,26275.45,19521.02,25619.724,46377,20757.28 ,0,Saver,0
349,23244.76,22936.25,24138.19,22246.04,22481.28,25237.94,24814.92,19038.36,22279.54,17091.72,22350.9,43229,20878.10 ,0,Saver,0
350,62464.88,58394.7,61011.98,63357.05,67933.95,62776.21,62478.99,61106.67,66469.44,57407.93,62340.18,58463,(3877.18),0,Overspender,1
351,25366.18,32851.31,26257.69,26407.36,25352.47,28787.98,25907.69,27897.15,29418.51,21106.42,26935.276,17150,(9785.28),0,Overspender,1
354,42804.75,40541.3,45955.02,44516.86,44046.5,46889.44,39212.53,41721.64,44927.44,38011.55,42862.703,31942,(10920.70),0,Overspender,1
356,71098.46,70164.44,73175.88,73075.79,73664.22,75878.63,78007.06,78096,73567.32,62277.76,72900.556,41420,(31480.56),0,Overspender,1
357,48058.59,45715.73,46687.82,49226.15,51887.16,46640.55,42128,46320.97,51257.51,42604.09,47052.657,80156,33103.34 ,0,Saver,0
359,42756.93,42781.84,36265.97,43422.88,46418.29,49369,48177.75,39862.21,44230.68,40806.6,43409.215,57383,13973.79 ,0,Saver,0
360,35751.1,38408.09,34352,41960.93,41196.77,44650.9,52184.02,45063.21,43793.56,37627.57,41498.815,46278,4779.19 ,0,Saver,0
361,33444.23,29445.82,32893.77,30902.79,32084.03,30204.84,28591.66,28659.01,28714.25,21164.23,29610.463,39052,9441.54 ,0,Saver,0
362,77027.55,77235.12,77013.88,73505.37,79380.7,84280.47,79784.83,75078.86,78898.01,60562.84,76276.763,48710,(27566.76),0,Overspender,1
363,90751.34,105002.99,94728.47,100834.26,56541.41,7590.07,7222.45,8068.32,7243.57,6381.07,48436.395,48686,249.61 ,0,Saver,0
364,62560.32,65003.1,63767.81,70852.05,67206.52,64673.92,70915.45,66399.61,65754.12,55484.4,65261.73,39809,(25452.73),0,Overspender,1
366,42789.77,44939.38,44993.33,52881.07,49849.77,45265.49,53599.94,47287.3,49147.06,38304.78,46905.789,39911,(6994.79),0,Overspender,1
368,56506.3,55737.8,53753,57413.74,56444.72,59532.59,56483.43,57388.91,59560.6,49172.87,56199.396,42806,(13393.40),0,Overspender,1
369,98651.5,90896.05,91302.49,84502.41,83372.65,88130.48,95396.11,88046.79,83709.33,75199.25,87920.706,51499,(36421.71),0,Overspender,1
370,25432.46,27868.26,26182.86,28710.12,28153.83,26187.67,26265.44,25840.81,26505.42,20459.11,26160.598,41904,15743.40 ,0,Saver,0
371,132871.22,139830.69,148771.75,158902.65,126806.69,135838.97,141689.02,121591.99,126249.85,112645.46,134519.829,92368,(42151.83),0,Overspender,1
373,41972.9,41607.46,40467.18,42424.47,41620.25,41788.28,42017.72,39370.46,40377.24,34504.09,40615.005,21397,(19218.01),0,Overspender,1
374,28524.23,26760.4,30844.58,30908.51,31058.59,32673.86,29556.72,28106.55,29314.47,23181.88,29092.979,31177,2084.02 ,0,Saver,0
375,25420.45,24513.88,27220.46,30540.04,26358.6,27613.49,29082.67,29511.62,27886.24,15202.15,26334.96,37617,11282.04 ,0,Saver,0
376,92367.49,89631.22,94473.71,85722.05,89461.45,77800.1,94112.58,91784.36,98401.54,67945.65,88170.015,57975,(30195.02),0,Overspender,1
377,69426.47,67539.25,67758.54,70096.6,70597.43,74142.52,74503.6,73643.25,69710.85,56947.79,69436.63,39110,(30326.63),0,Overspender,1
379,51926.63,54044.7,55207.92,50700.31,60474.64,54142.46,53284.8,58402.32,56359.58,50788.53,54533.189,43496,(11037.19),0,Overspender,1
380,29269.61,24505.72,29975.19,34239.95,34170.14,27433.29,28208.89,28367.25,30293.13,20153.93,28661.71,37857,9195.29 ,0,Saver,0
383,22241.71,22061.05,23730.58,21823.85,26222,24732.6,20560.11,23620.01,22060.76,16196.07,22324.874,34287,11962.13 ,0,Saver,0
385,29370.07,29319.22,28932.14,25172.78,25762.9,28333.63,29807.68,29107.97,25456.46,22531.49,27379.434,30434,3054.57 ,0,Saver,0
386,69603.99,67109.37,67139.04,72245.17,78599.05,68638.89,67066.12,67297.45,76351.07,66999.15,70104.93,49967,(20137.93),0,Overspender,1
391,21448.83,27134.81,23758.33,22061.76,27217.67,20793.71,24386.22,22168.7,23715.69,20891.93,23357.765,35270,11912.24 ,0,Saver,0
393,23333.47,24701.03,19301.13,24784.14,21769.93,24027.22,22055.82,22010.68,22437.23,19036.04,22345.669,32387,10041.33 ,0,Saver,0
394,65246.1,64392.24,69541.57,62142.75,72562.18,73832.82,66427.49,68147.92,61590.04,58389.5,66227.261,69604,3376.74 ,0,Saver,0
395,42826.96,38930.2,41584,37629.74,36730.43,40584.69,37317.57,35931.36,37055.91,29228.56,37781.942,49611,11829.06 ,0,Saver,0
397,16765.82,18263.94,17227.76,17029.4,15761.09,16123.72,19099.63,16829.85,18839.01,19050.48,17499.07,20424,2924.93 ,0,Saver,0
398,31532.37,26451.85,26529.25,33687.79,34723.49,35921.74,30406.6,27893.31,29536.91,27101.38,30378.469,37401,7022.53 ,0,Saver,0
401,44645.16,40127.46,39250.34,40287.22,39051.85,42905.56,40123.05,45316.75,33750.86,32064.48,39752.273,28644,(11108.27),0,Overspender,1
402,54259.21,53541.82,57644.39,57352.12,56792.13,58619.79,58597.19,59343.02,54807.55,50949.02,56190.624,43954,(12236.62),0,Overspender,1
403,24954.97,23707.11,22941.33,23596.35,23754.12,22632.13,25415.85,20032.67,23604.06,16547.6,22718.619,36496,13777.38 ,0,Saver,0
408,110039.78,113834.34,112784.94,111382.81,110422.55,106931.44,104862.5,109615.65,106187.78,93261.32,107932.311,31343,(76589.31),0,Overspender,1
414,88992.49,81222.79,87517.39,92949.4,82512.41,91352,82366.06,90890.89,87192.33,75288.1,86028.386,112875,26846.61 ,0,Saver,0
415,24441.58,23074.47,21621.77,23654.39,21975.63,21500.97,21253.89,20229.25,22891.01,16879.18,21752.214,33729,11976.79 ,0,Saver,0
416,23373.79,26034.64,21215.02,22847.94,21867.89,23673.86,21238.97,20238.74,23200.63,16140.48,21983.196,38273,16289.80 ,0,Saver,0
419,41099.84,35931.07,33770.77,36218.5,31213.03,37735.45,35108.17,33243.18,38866.96,28497.37,35168.434,33540,(1628.43),0,Overspender,1
421,57152.41,57697.01,58342.02,59748.55,62081.63,62109.92,60839.15,58500.1,58019.84,46872.82,58136.345,45876,(12260.34),0,Overspender,1
425,77164.28,71785.84,72108.26,77612.68,74686.99,79378.81,81963.72,84515.48,74129.87,58866.07,75221.2,59482,(15739.20),0,Overspender,1
427,4039.8,20139.01,32496.02,32247.9,29452.62,30316.26,28993.26,27972.03,30287.93,26827.28,26277.211,32527,6249.79 ,0,Saver,0
430,104335.75,115473,110683.76,115560.19,113264.76,112889.59,112473.26,113747.72,116950.83,93804.08,110918.294,53350,(57568.29),0,Overspender,1
432,46224.38,49508.03,44847.9,44507.5,50886.24,49840.5,46172.42,49335.88,47380.23,40681.53,46938.461,26546,(20392.46),0,Overspender,1
433,39868.84,38808.58,42305.77,41909.08,45255.61,43172.9,42243.2,42873.57,46880.32,35833.3,41915.117,31957,(9958.12),0,Overspender,1
434,27879.12,44825.98,44175.06,42675.11,48509.36,42604.98,45908.49,39001.78,44393.21,41090.79,42106.388,53395,11288.61 ,0,Saver,0
437,53635.17,54575.69,54557.32,60041.06,51229.78,51827,51505.34,52809.99,57303.16,41081.25,52856.576,72670,19813.42 ,0,Saver,0
438,15870.65,16986.07,17361.05,19279.81,16627.59,18407.91,19293.17,17880.23,18120.02,14173.81,17400.031,34034,16633.97 ,0,Saver,0
441,10813.26,36459,34471.97,39540.65,39529.79,38921.79,39842.98,42267.34,34327.75,30845.93,34702.046,46108,11405.95 ,0,Saver,0
442,72626.24,66922.99,70163.34,67997.61,63336.46,72027.1,70348.94,62291.78,66421.21,61954.33,67409,48600,(18809.00),0,Overspender,1
447,26309.75,25115.46,26125.76,21378.59,21686.22,24118.5,22137.93,22721.85,27652.13,18509.26,23575.545,30977,7401.46 ,0,Saver,0
449,32661.51,32264.52,36974.2,33781.07,30221.27,34546.25,39478.5,35791.44,36380.41,26784.29,33888.346,39796,5907.65 ,0,Saver,0
450,46249.26,42234.8,41064.69,42163.85,40864.55,39877.11,40863.62,40209.11,41293.58,33538.4,40835.897,43192,2356.10 ,0,Saver,0
451,30226.04,33622.65,32218.39,31422.06,34281.19,31939.88,30149.72,32839.33,32496.89,25836.94,31503.309,28951,(2552.31),0,Overspender,1
452,78473.08,73467.82,78793.84,78662.38,86405.52,82610.09,83745.92,88247.56,81737.78,67492.16,79963.615,63356,(16607.62),0,Overspender,1
456,55894.72,55494.71,50476.27,54020.51,54474.18,54674.17,54764.96,58499.18,50018.14,42753.74,53107.058,34947,(18160.06),0,Overspender,1
457,65250.07,65316.43,64593.63,64471.53,66227.71,65424.83,69684.6,67300.58,65082.17,54338.65,64769.02,36324,(28445.02),0,Overspender,1
458,36421.48,33518.36,30895.29,28705.4,35193.95,37109.41,43047.6,36169.16,43458.89,30571.09,35509.063,49068,13558.94 ,0,Saver,0
459,32088.65,30772.66,32131.59,30573.99,31413.7,32212.96,34242.74,33155.28,33608.25,24795.46,31499.528,25257,(6242.53),0,Overspender,1
460,68525.23,59855.7,56952.18,61308.58,66928.35,62272.87,62378.32,60766.3,65204.71,52770.36,61696.26,40957,(20739.26),0,Overspender,1
461,85046,77090.32,75228.61,80271.38,76319.07,75066.31,78418.9,82401.4,78817.56,66850.9,77551.045,65403,(12148.05),0,Overspender,1
462,52851.35,55804.99,58640.85,59404.74,50242.55,55457.38,61048.87,62799.51,55295.05,52844.07,56438.936,50696,(5742.94),0,Overspender,1
464,192050.79,189412.26,196885.63,193881.85,192002.82,190674.07,186543.2,192970.35,189298.72,159181.66,188290.135,67444,(120846.14),0,Overspender,1
465,21443.19,21844,21300.48,24829,23464.55,23356.67,20583.41,22137.16,21876.77,23062.24,22389.747,41965,19575.25 ,0,Saver,0
467,41272,39683.38,40108.48,41402.34,41397.03,41204.09,40890.2,38329.15,39411.34,34952.32,39865.033,44831,4965.97 ,0,Saver,0
468,34114.78,30177.35,37312.03,34331.39,31530.58,33020.51,32126.93,35085.06,31371.09,26442.15,32551.187,47374,14822.81 ,0,Saver,0
469,46854.94,43955.43,50853.66,46633.51,50151.95,47384.89,42332.78,43868.82,44292.5,42230.39,45855.887,46945,1089.11 ,0,Saver,0
470,44510.33,48454.84,45732.2,44879.78,47039.93,44555.42,42080.66,50393.79,45523.96,39303.18,45247.409,28553,(16694.41),0,Overspender,1
472,59782.14,60681.19,58121.01,59654.61,62774.59,62388.52,61505.01,57303.71,62838.48,47437.46,59248.672,46039,(13209.67),0,Overspender,1
473,14635.01,14449.58,16871.58,15680.12,15230.21,13720.53,16098.37,15339.96,14791.46,11342.33,14815.915,28181,13365.09 ,0,Saver,0
474,91011.99,87575.93,90327.22,87784.79,86330.96,92186.08,99345.44,93189.57,90715.21,72568.95,89103.614,80957,(8146.61),0,Overspender,1
476,61725.13,64380.85,65973.86,68602.35,63508.03,68348.05,61226.08,59552.35,63936.85,49252.05,62650.56,41473,(21177.56),0,Overspender,1
477,50303.62,45723.89,47831.43,51758.57,52614.19,53714.47,54709.44,49112.82,48033.3,43635.42,49743.715,49467,(276.71),0,Overspender,1
478,43951.72,42962.08,44758.83,40876.32,45953.23,43649.6,45795.67,46448.09,51994.29,39116.28,44550.611,72807,28256.39 ,0,Saver,0
479,43875.1,44703.22,37590.06,44171.49,45140.6,38438.23,44367.6,45175.25,43814.71,37014.26,42429.052,61173,18743.95 ,0,Saver,0
480,60387.67,60628.41,62549.16,62186.72,55628.19,71799.09,64512.44,63173.46,64985.84,51458.29,61730.927,86113,24382.07 ,0,Saver,0
483,27609.36,24413.7,25126.71,26746.46,25621.95,24858.28,23451.59,25533.87,24353.07,20818.54,24853.353,39969,15115.65 ,0,Saver,0
487,75152.4,77245.15,79608.17,79810.29,79803.28,79161.65,83946.83,82916.32,79407.43,66092.72,78314.424,55059,(23255.42),0,Overspender,1
488,161835.45,167877.88,159401.39,166452.1,164148.12,163662.25,165175.43,162595.04,164600.72,135366.04,161111.442,32126,(128985.44),0,Overspender,1
489,25704.58,25588.81,24054.78,26826.47,27453.86,28784.96,26038.84,25462.44,24032.5,20560.03,25450.727,36753,11302.27 ,0,Saver,0
490,181163.16,192156.54,181295.36,174321.25,186485.78,159476.62,167332.21,182777.78,158872.64,127601.35,171148.269,33426,(137722.27),0,Overspender,1
491,17020.36,12565.14,17648.17,13962.28,12843.42,12752.89,13448.16,14571.36,15259.08,10508.33,14057.919,27013,12955.08 ,0,Saver,0
494,36580.07,34074.21,36432.88,36902.41,35542.18,44093.74,37102.96,34348.84,37370.45,29215.2,36166.294,56347,20180.71 ,0,Saver,0
496,23955.09,23815.61,24114.32,24235.75,23178.6,26039.75,23693.97,26001.14,26131.16,19687.16,24085.255,36319,12233.75 ,0,Saver,0
497,50143.47,57006.01,52824.22,54968.53,53081.34,51446.64,50120.18,59822.01,53885.84,44711.59,52800.983,52380,(420.98),0,Overspender,1
502,61518.11,64059.05,68560,72935.41,74130.96,74517.66,70412.93,71483.21,72458.36,59709.34,68978.503,36440,(32538.50),0,Overspender,1
503,19116.28,20258.09,19662.31,20577.9,20087.25,18721.08,19758.76,19950.64,19453.95,16240.42,19382.668,29564,10181.33 ,0,Saver,0
506,71880.86,77069.03,69834.78,71909.25,75790.95,78949.45,75492.46,74061.49,69548.8,66090.31,73062.738,52841,(20221.74),0,Overspender,1
509,35224.74,33347.81,29381.29,30830.51,30210.39,33502.29,31385.81,32329.6,30843.99,25680.35,31273.678,44534,13260.32 ,0,Saver,0
511,98546.9,99964.48,104099.3,95310.8,94944.34,99403.09,101686.42,98263.95,99559.33,88626.73,98040.534,35602,(62438.53),0,Overspender,1
514,40603.42,45921.64,47605.55,46848.92,42660.43,44116.75,46685.99,41029.58,43517.73,34659.92,43364.993,32295,(11069.99),0,Overspender,1
515,22822.93,24663.56,24228.2,22742.99,27841.71,27280.18,27545.87,23641.51,22531.63,16450.49,23974.907,41865,17890.09 ,0,Saver,0
517,15825.38,13308.44,11603.11,15378.61,15746.33,16404.88,15682.44,15999.11,21551.15,13575.63,15507.508,24009,8501.49 ,0,Saver,0
519,24682.32,20137.33,21578.6,27230.52,25141.92,24533.06,24494.07,25569.75,21126.19,18211.14,23270.49,39508,16237.51 ,0,Saver,0
520,39565.28,37888.11,37800.23,35698.06,33260.12,39769.28,36888.01,34143.46,37848.01,30734.65,36359.521,57658,21298.48 ,0,Saver,0
524,19027.47,19192.8,19511.99,19431.96,17298.24,21588.51,22259.69,20521.21,18981.19,19056.33,19686.939,35239,15552.06 ,0,Saver,0
525,4293.98,49492.25,47008.52,52567.32,46848.16,43229.51,51325.08,48659.58,43780.35,41979.87,42918.462,37147,(5771.46),0,Overspender,1
526,64318.5,68179.16,66823.72,65837.75,54141.49,55963.2,62069.92,63147.32,67699.96,50314.32,61849.534,64481,2631.47 ,0,Saver,0
528,26748.54,28705,27060.67,29504.15,30060.42,28086.49,30448.41,29327.35,30838.02,21736.44,28251.549,40478,12226.45 ,0,Saver,0
530,23688.01,22969.35,26493.13,27015.78,22162.16,28258.81,24163.16,25118.46,24470.05,23694.05,24803.296,18100,(6703.30),0,Overspender,1
534,1227.97,32948.72,69315.81,70740.5,66794.62,72655.32,72955.87,69945.13,69412.07,55295.06,58129.107,60510,2380.89 ,0,Saver,0
538,34219.2,44995,40191.43,38275.03,38304.64,33435.8,34254.42,33410.33,36134.11,27954.26,36117.422,30265,(5852.42),0,Overspender,1
542,25254.61,23276.25,23882.25,23723.1,24521.95,23508.28,25920.66,21445.25,25842.26,17129.5,23450.411,29496,6045.59 ,0,Saver,0
543,31553.31,36153.67,37266.67,37098.49,38973.26,37711.09,40478.01,41879.62,36202.03,30259.68,36757.583,30721,(6036.58),0,Overspender,1
545,32808.27,34667.9,33953.52,29362.85,31091.46,36706.73,35487.17,34448.5,33675.88,26270.98,32847.326,45707,12859.67 ,0,Saver,0
546,42149.59,42451.02,42369.31,42257.68,43784.43,44567.65,43911.99,41127.26,39943.67,37453.04,42001.564,51196,9194.44 ,0,Saver,0
549,44359.24,37720.57,40697.69,40639.36,35959.09,36907.56,54113.1,43868.26,41849.48,33765.86,40988.021,62304,21315.98 ,0,Saver,0
550,64478.9,64617.05,61904.61,66140.77,65844.92,65143.5,65330.19,63607.06,65343.79,53125.11,63553.59,30248,(33305.59),0,Overspender,1
552,63249.22,65278.42,63536.56,67354.86,70500.83,61912.21,66827.59,62482.02,62225.8,56983.55,64035.106,52538,(11497.11),0,Overspender,1
554,67641.49,67198.19,66600.49,68298.38,70683.18,65811.03,72275.91,65325.97,66523.13,58790.59,66914.836,53357,(13557.84),0,Overspender,1
556,39305.68,41177.91,38485.3,42137.6,41752.84,36198.61,38957.21,35849.6,32863.44,34416.58,38114.477,36405,(1709.48),0,Overspender,1
557,63510.7,58309.88,60533.86,57445.46,63777.93,63777.86,60724.3,75365.73,67559.51,54811.78,62581.701,28245,(34336.70),0,Overspender,1
561,27891.61,28616.07,31526.56,34248.76,32947.09,32498.42,38234.31,29942,32943.01,27008.2,31585.603,36853,5267.40 ,0,Saver,0
563,85941.16,88286.78,80405.84,74887.88,79163.64,86276.17,83237.9,82393.48,83075.11,67168.39,81083.635,49531,(31552.64),0,Overspender,1
564,56995.88,56112.29,54338.15,54565.27,54439.89,57124.63,57044.18,55410.31,51895.58,43986.9,54191.308,42411,(11780.31),0,Overspender,1
565,65658.46,60243.4,64002.08,60475.6,59487.96,60953.07,65827.63,64236.46,65263.49,55397.99,62154.614,43598,(18556.61),0,Overspender,1
566,64591.2,64137.71,64058.17,62539.99,62591.45,62727.99,61700.53,65095.64,66254.48,54473.09,62817.025,46244,(16573.03),0,Overspender,1
570,35887.62,36763.07,35321.1,34566.42,39306.32,32946.28,32653.17,35037.95,35108.38,29445.04,34703.535,32245,(2458.54),0,Overspender,1
571,45167.15,51079.88,46654.13,52864.85,48720.81,53217,45577.28,51918.38,51374.89,45467.99,49204.236,36711,(12493.24),0,Overspender,1
573,29576.89,27172.51,27774.67,27030.42,28041.86,26524.37,26030.38,25552.24,26419.04,24631.3,26875.368,30011,3135.63 ,0,Saver,0
575,32835.12,33104.23,38485.13,36718.05,41604.32,37974.54,34157.94,38690.91,39728.55,30268.63,36356.742,26476,(9880.74),0,Overspender,1
576,45586.4,49584.88,49565.14,50637.06,47378.64,46284.74,45042.9,45356.98,47616.61,42497.57,46955.092,63502,16546.91 ,0,Saver,0
577,27709.49,32371.83,34189.04,38458.4,33977.41,38191.37,36200.95,33110.44,35907.64,30054.34,34017.091,33106,(911.09),0,Overspender,1
580,55636.6,48606.42,49267.55,54116.31,56823.53,59383.74,58286.72,59349.2,58940.59,49024.3,54943.496,36857,(18086.50),0,Overspender,1
581,26267.41,26302.39,25025.6,27991.87,25843.04,25904.87,30192.29,26340.47,25419.46,22940.27,26222.767,29962,3739.23 ,0,Saver,0
583,18939.19,24015.7,18459.89,21715.24,23389.58,22893.64,23254.8,24031.26,21480.13,21178.06,21935.749,28954,7018.25 ,0,Saver,0
584,25417.37,20273.48,23008.89,21606.23,24649.06,23474.31,23013.5,24827.26,20930.8,18533.74,22573.464,29195,6621.54 ,0,Saver,0
585,44847.92,48900.43,45212.01,45899.97,44161.13,43542.47,46958.3,45701.12,47031.74,37168,44942.309,41483,(3459.31),0,Overspender,1
589,13468.39,12345.45,14472.64,12425.63,13240.22,11825.95,10888.5,12476.43,12704.11,15610.71,12945.803,27035,14089.20 ,0,Saver,0
592,48998.75,52368.89,51944.5,53590.15,55329.76,51893.56,54506.77,53656.42,53764.88,43075.13,51912.881,23993,(27919.88),0,Overspender,1
595,26256.81,27171.95,25162.85,26321.44,24020.44,24800.47,26651.78,23284.27,26016.1,18220.15,24790.626,29041,4250.37 ,0,Saver,0
597,65336.37,57358.49,62162.77,57749.31,54748.52,71060.99,62854.85,69244.23,76212.81,56045.96,63277.43,65055,1777.57 ,0,Saver,0
598,114936.89,109305.97,113551.95,110586.92,116058.17,107179.79,110671.67,115731.76,116972.62,98784.74,111378.048,43144,(68234.05),0,Overspender,1
601,24903,22641.1,27464.95,27643.51,24225.04,25588.96,24139.71,26285.27,26629.29,19649.19,24917.002,43004,18087.00 ,0,Saver,0
602,56485.46,53528.83,57131.49,57766.31,57692.37,58618.43,57287.02,54500.67,59414.48,48249.8,56067.486,34437,(21630.49),0,Overspender,1
604,57408.72,48555.4,49279.06,52124.24,59055.88,54669.49,54639.59,50260.07,51771.6,43263.58,52102.763,70840,18737.24 ,0,Saver,0
605,34406.19,39095.63,33997.55,37065.3,37702.18,38019.34,38774.18,43491.97,34724.08,32148.33,36942.475,47542,10599.53 ,0,Saver,0
609,22736.73,27214.72,26687.1,26844.84,30688.01,26000.03,27857.48,27279.26,26730.63,16437.73,25847.653,37536,11688.35 ,0,Saver,0
613,41981.16,42987.27,42178.07,39896.01,41080.6,36634.56,41110.31,35770.17,35760.63,32925.23,39032.401,56562,17529.60 ,0,Saver,0
614,25364.49,25437.75,27693.02,29765.16,27077.91,31113.5,28759.83,26664.92,26864.51,24983.68,27372.477,16430,(10942.48),0,Overspender,1
615,73904.43,71877.06,63196.66,67385.98,65721.56,70552.98,69212.13,67227.28,64466.33,57852.72,67139.713,44766,(22373.71),0,Overspender,1
618,12961.48,16403.09,17784.28,16333.77,15010.11,18282.9,14311.37,17707.01,15115.23,12928.11,15683.735,27795,12111.27 ,0,Saver,0
619,40882.89,34521.18,31368.71,32727,34967.61,34637.41,39715.94,36086.51,36999.01,28106.56,35001.282,53986,18984.72 ,0,Saver,0
621,23737.93,26036.41,24880.5,27791.79,25440.62,23726.46,26579.3,28139.46,24920.1,21990.18,25324.275,27372,2047.73 ,0,Saver,0
623,35122.79,36805.01,36492.48,36365.88,35700.41,35113.46,35858.49,40530.7,36726.46,31661.41,36037.709,77961,41923.29 ,0,Saver,0
628,16076.06,14825.32,15263.62,13556.08,65981.39,62882.81,60497.65,65557.76,57671.29,53190.26,42550.224,107075,64524.78 ,0,Saver,0
629,66913.48,79121.12,67708.58,69373.72,87779.77,66207.45,79010.37,85611.02,73241.06,58107.2,73307.377,57513,(15794.38),0,Overspender,1
630,152184.36,150953.33,152290.24,149603.57,148282.57,145516.71,144057.82,149330.69,148135.23,127421.75,146777.627,39521,(107256.63),0,Overspender,1
631,30406.53,30340.33,32257.71,31951.02,31319.16,31708.52,36093.54,27058.35,31940.94,27591.03,31066.713,33811,2744.29 ,0,Saver,0
633,31922.12,31598.65,34825.03,39335.38,38546.29,37562.7,37956.77,35281.04,38860.24,30498.63,35638.685,50179,14540.32 ,0,Saver,0
634,44784.47,40087.54,49004.92,47808,42812.72,51493.78,44349.04,44448.97,50144.09,38189.68,45312.321,49079,3766.68 ,0,Saver,0
636,16468.44,19053.57,16589.47,16539.29,18219.27,17648.08,14277.73,15570.73,17854.71,12836.92,16505.821,24372,7866.18 ,0,Saver,0
637,68114.63,72798.17,84789.78,68730.35,74817.12,88984.95,78134.18,72254.8,81438.98,66582.64,75664.56,77288,1623.44 ,0,Saver,0
638,46592,39797.73,40437.84,38611.03,38479.33,37929.73,38814.69,35968.67,40088.7,26777.65,38349.737,16889,(21460.74),0,Overspender,1
639,46488.53,48343.67,52171.09,52027.86,46989.73,58542.7,56731.84,54023.69,53764.23,44201.35,51328.469,37645,(13683.47),0,Overspender,1
641,69367.19,71532.74,69278.45,74379.84,73186.28,72869.72,72816.84,72191.85,75107.38,56790.85,70752.114,37556,(33196.11),0,Overspender,1
642,35277.62,34066.33,31443.35,33914.82,31874.41,32150.96,34572.02,34572.02,36330.13,26429.51,33063.117,34143,1079.88 ,0,Saver,0
643,4052.49,33091.61,39483.12,34536.43,35028.09,35322.22,36137.21,36603.84,34343.44,27303.83,31590.228,43397,11806.77 ,0,Saver,0
644,19914.13,23889.31,24674.37,21006.01,20480.58,20780.63,21335.23,21126.77,22836.29,19535,21557.832,41963,20405.17 ,0,Saver,0
646,32638.84,31598.99,27869.24,34131.91,35421.27,37709.73,36821.85,36007.89,37283.18,28247.41,33773.031,43634,9860.97 ,0,Saver,0
648,13581.64,14782.94,13492.33,13840.21,14575.25,13331.25,13998.61,13427.85,14925.78,11984.43,13794.029,29854,16059.97 ,0,Saver,0
649,23866.28,25277.84,25898.59,25758.88,25931.74,22288.56,24044.33,25131.25,23118.54,19286.39,24060.24,46408,22347.76 ,0,Saver,0
650,24841.74,19402.11,21001.37,21040.26,21161.56,20269.74,21535.29,19210.37,20139.12,19398.39,20799.995,24215,3415.01 ,0,Saver,0
652,42628.56,38877.02,41423.59,39849.79,39179.02,39279.18,44071.62,39894.81,38470.55,30948.57,39462.271,22726,(16736.27),0,Overspender,1
655,31536.27,31484.59,30561.4,31768.44,31253.03,32749.16,38493.79,31971.35,31884,28018.81,31972.084,30340,(1632.08),0,Overspender,1
657,26339.26,21972.48,23760.27,29412.82,23083.68,24011.03,26021.99,22536.43,21306.66,16170.13,23461.475,33897,10435.53 ,0,Saver,0
658,64174.81,66228.92,70486.86,66964.24,61268.8,63184.61,59939.9,65220.62,67688.9,55617.18,64077.484,52630,(11447.48),0,Overspender,1
659,44516.94,39356.92,40205.72,49430.24,42420.64,47409.16,43797.91,47691.76,42408.18,39190.8,43642.827,32583,(11059.83),0,Overspender,1
660,3975.64,22236.98,21285.67,21892,22984.61,19902.39,21740.9,21495.89,22312.47,18024.19,19585.074,44041,24455.93 ,0,Saver,0
662,52887.61,73010.65,74426.32,77968.81,77786.48,78104.14,71100.5,75762.78,79347.67,63016.19,72341.115,85694,13352.89 ,0,Saver,0
663,62972.48,64042.74,65393.47,69139.62,66882.32,70600.15,61852.67,59622.32,63151.67,46748.62,63040.606,70554,7513.39 ,0,Saver,0
665,45059.39,44666.06,46354.15,44194.34,46137.57,42881.57,45441.04,43353.74,46394.96,38717.94,44320.076,11613,(32707.08),0,Overspender,1
